id;name;province_name;province_abbreviation;region_name;code
3811;Porcia;Pordenone;PN;Friuli-Venezia Giulia;G886
3812;Pordenone;Pordenone;PN;Friuli-Venezia Giulia;G888
3813;Prata di Pordenone;Pordenone;PN;Friuli-Venezia Giulia;G994
3814;Pravisdomini;Pordenone;PN;Friuli-Venezia Giulia;H010
3815;Roveredo in Piano;Pordenone;PN;Friuli-Venezia Giulia;H609
3816;Sacile;Pordenone;PN;Friuli-Venezia Giulia;H657
3817;San Giorgio della Richinvelda;Pordenone;PN;Friuli-Venezia Giulia;H891
3818;San Martino al Tagliamento;Pordenone;PN;Friuli-Venezia Giulia;H999
3819;San Quirino;Pordenone;PN;Friuli-Venezia Giulia;I136
3820;San Vito al Tagliamento;Pordenone;PN;Friuli-Venezia Giulia;I403
3821;Sequals;Pordenone;PN;Friuli-Venezia Giulia;I621
3822;Sesto al Reghena;Pordenone;PN;Friuli-Venezia Giulia;I686
3823;Spilimbergo;Pordenone;PN;Friuli-Venezia Giulia;I904
3824;Tramonti di Sopra;Pordenone;PN;Friuli-Venezia Giulia;L324
3825;Tramonti di Sotto;Pordenone;PN;Friuli-Venezia Giulia;L325
3826;Travesio;Pordenone;PN;Friuli-Venezia Giulia;L347
3827;Vito d'Asio;Pordenone;PN;Friuli-Venezia Giulia;M085
3828;Vivaro;Pordenone;PN;Friuli-Venezia Giulia;M096
3829;Zoppola;Pordenone;PN;Friuli-Venezia Giulia;M190
3830;Vajont;Pordenone;PN;Friuli-Venezia Giulia;M265
3831;Valvasone Arzene;Pordenone;PN;Friuli-Venezia Giulia;M346
3832;Airole;Imperia;IM;Liguria;A111
3833;Apricale;Imperia;IM;Liguria;A338
3834;Aquila d'Arroscia;Imperia;IM;Liguria;A344
3835;Armo;Imperia;IM;Liguria;A418
3836;Aurigo;Imperia;IM;Liguria;A499
3837;Badalucco;Imperia;IM;Liguria;A536
3838;Bajardo;Imperia;IM;Liguria;A581
3839;Bordighera;Imperia;IM;Liguria;A984
3840;Borghetto d'Arroscia;Imperia;IM;Liguria;A993
3841;Borgomaro;Imperia;IM;Liguria;B020
3842;Camporosso;Imperia;IM;Liguria;B559
3843;Caravonica;Imperia;IM;Liguria;B734
3844;Castellaro;Imperia;IM;Liguria;C143
3845;Castel Vittorio;Imperia;IM;Liguria;C110
3846;Ceriana;Imperia;IM;Liguria;C511
3847;Cervo;Imperia;IM;Liguria;C559
3848;Cesio;Imperia;IM;Liguria;C578
3849;Chiusanico;Imperia;IM;Liguria;C657
3850;Chiusavecchia;Imperia;IM;Liguria;C660
3851;Cipressa;Imperia;IM;Liguria;C718
3852;Civezza;Imperia;IM;Liguria;C755
3853;Cosio d'Arroscia;Imperia;IM;Liguria;D087
3854;Costarainera;Imperia;IM;Liguria;D114
3855;Diano Arentino;Imperia;IM;Liguria;D293
3856;Diano Castello;Imperia;IM;Liguria;D296
3857;Diano Marina;Imperia;IM;Liguria;D297
3858;Diano San Pietro;Imperia;IM;Liguria;D298
3859;Dolceacqua;Imperia;IM;Liguria;D318
3860;Dolcedo;Imperia;IM;Liguria;D319
3861;Imperia;Imperia;IM;Liguria;E290
3862;Isolabona;Imperia;IM;Liguria;E346
3863;Lucinasco;Imperia;IM;Liguria;E719
3864;Mendatica;Imperia;IM;Liguria;F123
3865;Molini di Triora;Imperia;IM;Liguria;F290
3866;Montegrosso Pian Latte;Imperia;IM;Liguria;F528
3867;Olivetta San Michele;Imperia;IM;Liguria;G041
3868;Ospedaletti;Imperia;IM;Liguria;G164
3869;Perinaldo;Imperia;IM;Liguria;G454
3870;Pietrabruna;Imperia;IM;Liguria;G607
3871;Pieve di Teco;Imperia;IM;Liguria;G632
3872;Pigna;Imperia;IM;Liguria;G660
3873;Pompeiana;Imperia;IM;Liguria;G814
3874;Pontedassio;Imperia;IM;Liguria;G840
3875;Pornassio;Imperia;IM;Liguria;G890
3876;Prelà;Imperia;IM;Liguria;H027
3877;Ranzo;Imperia;IM;Liguria;H180
3878;Rezzo;Imperia;IM;Liguria;H257
3879;Riva Ligure;Imperia;IM;Liguria;H328
3880;Rocchetta Nervina;Imperia;IM;Liguria;H460
3881;San Bartolomeo al Mare;Imperia;IM;Liguria;H763
3882;San Biagio della Cima;Imperia;IM;Liguria;H780
3883;San Lorenzo al Mare;Imperia;IM;Liguria;H957
3884;Sanremo;Imperia;IM;Liguria;I138
3885;Santo Stefano al Mare;Imperia;IM;Liguria;I365
3886;Seborga;Imperia;IM;Liguria;I556
3887;Soldano;Imperia;IM;Liguria;I796
3888;Taggia;Imperia;IM;Liguria;L024
3889;Terzorio;Imperia;IM;Liguria;L146
3890;Triora;Imperia;IM;Liguria;L430
3891;Vallebona;Imperia;IM;Liguria;L596
3892;Vallecrosia;Imperia;IM;Liguria;L599
3893;Vasia;Imperia;IM;Liguria;L693
3894;Ventimiglia;Imperia;IM;Liguria;L741
3895;Vessalico;Imperia;IM;Liguria;L809
3896;Villa Faraldi;Imperia;IM;Liguria;L943
3897;Montalto Carpasio;Imperia;IM;Liguria;M387
3898;Alassio;Savona;SV;Liguria;A122
3899;Albenga;Savona;SV;Liguria;A145
3900;Albissola Marina;Savona;SV;Liguria;A165
3901;Albisola Superiore;Savona;SV;Liguria;A166
3902;Altare;Savona;SV;Liguria;A226
3903;Andora;Savona;SV;Liguria;A278
3904;Arnasco;Savona;SV;Liguria;A422
3905;Balestrino;Savona;SV;Liguria;A593
3906;Bardineto;Savona;SV;Liguria;A647
3907;Bergeggi;Savona;SV;Liguria;A796
3908;Boissano;Savona;SV;Liguria;A931
3909;Borghetto Santo Spirito;Savona;SV;Liguria;A999
3910;Borgio Verezzi;Savona;SV;Liguria;B005
3911;Bormida;Savona;SV;Liguria;B048
3912;Cairo Montenotte;Savona;SV;Liguria;B369
3913;Calice Ligure;Savona;SV;Liguria;B409
3914;Calizzano;Savona;SV;Liguria;B416
3915;Carcare;Savona;SV;Liguria;B748
3916;Casanova Lerrone;Savona;SV;Liguria;B927
3917;Castelbianco;Savona;SV;Liguria;C063
3918;Castelvecchio di Rocca Barbena;Savona;SV;Liguria;C276
3919;Celle Ligure;Savona;SV;Liguria;C443
3920;Cengio;Savona;SV;Liguria;C463
3921;Ceriale;Savona;SV;Liguria;C510
3922;Cisano sul Neva;Savona;SV;Liguria;C729
3923;Cosseria;Savona;SV;Liguria;D095
3924;Dego;Savona;SV;Liguria;D264
3925;Erli;Savona;SV;Liguria;D424
3926;Finale Ligure;Savona;SV;Liguria;D600
3927;Garlenda;Savona;SV;Liguria;D927
3928;Giustenice;Savona;SV;Liguria;E064
3929;Giusvalla;Savona;SV;Liguria;E066
3930;Laigueglia;Savona;SV;Liguria;E414
3931;Loano;Savona;SV;Liguria;E632
3932;Magliolo;Savona;SV;Liguria;E816
3933;Mallare;Savona;SV;Liguria;E860
3934;Massimino;Savona;SV;Liguria;F046
3935;Millesimo;Savona;SV;Liguria;F213
3936;Mioglia;Savona;SV;Liguria;F226
3937;Murialdo;Savona;SV;Liguria;F813
3938;Nasino;Savona;SV;Liguria;F847
3939;Noli;Savona;SV;Liguria;F926
3940;Onzo;Savona;SV;Liguria;G076
3941;Orco Feglino;Savona;SV;Liguria;D522
3942;Ortovero;Savona;SV;Liguria;G144
3943;Osiglia;Savona;SV;Liguria;G155
3944;Pallare;Savona;SV;Liguria;G281
3945;Piana Crixia;Savona;SV;Liguria;G542
3946;Pietra Ligure;Savona;SV;Liguria;G605
3947;Plodio;Savona;SV;Liguria;G741
3948;Pontinvrea;Savona;SV;Liguria;G866
3949;Quiliano;Savona;SV;Liguria;H126
3950;Rialto;Savona;SV;Liguria;H266
3951;Roccavignale;Savona;SV;Liguria;H452
3952;Sassello;Savona;SV;Liguria;I453
3953;Savona;Savona;SV;Liguria;I480
3954;Spotorno;Savona;SV;Liguria;I926
3955;Stella;Savona;SV;Liguria;I946
3956;Stellanello;Savona;SV;Liguria;I947
3957;Testico;Savona;SV;Liguria;L152
3958;Toirano;Savona;SV;Liguria;L190
3959;Tovo San Giacomo;Savona;SV;Liguria;L315
3960;Urbe;Savona;SV;Liguria;L499
3961;Vado Ligure;Savona;SV;Liguria;L528
3962;Varazze;Savona;SV;Liguria;L675
3963;Vendone;Savona;SV;Liguria;L730
3964;Vezzi Portio;Savona;SV;Liguria;L823
3965;Villanova d'Albenga;Savona;SV;Liguria;L975
3966;Zuccarello;Savona;SV;Liguria;M197
3967;Arenzano;Genova;GE;Liguria;A388
3968;Avegno;Genova;GE;Liguria;A506
3969;Bargagli;Genova;GE;Liguria;A658
3970;Bogliasco;Genova;GE;Liguria;A922
3971;Borzonasca;Genova;GE;Liguria;B067
3972;Busalla;Genova;GE;Liguria;B282
3973;Camogli;Genova;GE;Liguria;B490
3974;Campo Ligure;Genova;GE;Liguria;B538
3975;Campomorone;Genova;GE;Liguria;B551
3976;Carasco;Genova;GE;Liguria;B726
3977;Casarza Ligure;Genova;GE;Liguria;B939
3978;Casella;Genova;GE;Liguria;B956
3979;Castiglione Chiavarese;Genova;GE;Liguria;C302
3980;Ceranesi;Genova;GE;Liguria;C481
3981;Chiavari;Genova;GE;Liguria;C621
3982;Cicagna;Genova;GE;Liguria;C673
3983;Cogoleto;Genova;GE;Liguria;C823
3984;Cogorno;Genova;GE;Liguria;C826
3985;Coreglia Ligure;Genova;GE;Liguria;C995
3986;Crocefieschi;Genova;GE;Liguria;D175
3987;Davagna;Genova;GE;Liguria;D255
3988;Fascia;Genova;GE;Liguria;D509
3989;Favale di Malvaro;Genova;GE;Liguria;D512
3990;Fontanigorda;Genova;GE;Liguria;D677
3991;Genova;Genova;GE;Liguria;D969
3992;Gorreto;Genova;GE;Liguria;E109
3993;Isola del Cantone;Genova;GE;Liguria;E341
3994;Lavagna;Genova;GE;Liguria;E488
3995;Leivi;Genova;GE;Liguria;E519
3996;Lorsica;Genova;GE;Liguria;E695
3997;Lumarzo;Genova;GE;Liguria;E737
3998;Masone;Genova;GE;Liguria;F020
3999;Mele;Genova;GE;Liguria;F098
4000;Mezzanego;Genova;GE;Liguria;F173
4001;Mignanego;Genova;GE;Liguria;F202
4002;Moconesi;Genova;GE;Liguria;F256
4003;Moneglia;Genova;GE;Liguria;F354
4004;Montebruno;Genova;GE;Liguria;F445
4005;Montoggio;Genova;GE;Liguria;F682
4006;Ne;Genova;GE;Liguria;F858
4007;Neirone;Genova;GE;Liguria;F862
4008;Orero;Genova;GE;Liguria;G093
4009;Pieve Ligure;Genova;GE;Liguria;G646
4010;Portofino;Genova;GE;Liguria;G913
4011;Propata;Genova;GE;Liguria;H073
4012;Rapallo;Genova;GE;Liguria;H183
4013;Recco;Genova;GE;Liguria;H212
4014;Rezzoaglio;Genova;GE;Liguria;H258
4015;Ronco Scrivia;Genova;GE;Liguria;H536
4016;Rondanina;Genova;GE;Liguria;H546
4017;Rossiglione;Genova;GE;Liguria;H581
4018;Rovegno;Genova;GE;Liguria;H599
4019;San Colombano Certenoli;Genova;GE;Liguria;H802
4020;Santa Margherita Ligure;Genova;GE;Liguria;I225
4021;Sant'Olcese;Genova;GE;Liguria;I346
4022;Santo Stefano d'Aveto;Genova;GE;Liguria;I368
4023;Savignone;Genova;GE;Liguria;I475
4024;Serra Riccò;Genova;GE;Liguria;I640
4025;Sestri Levante;Genova;GE;Liguria;I693
4026;Sori;Genova;GE;Liguria;I852
4027;Tiglieto;Genova;GE;Liguria;L167
4028;Torriglia;Genova;GE;Liguria;L298
4029;Tribogna;Genova;GE;Liguria;L416
4030;Uscio;Genova;GE;Liguria;L507
4031;Valbrevenna;Genova;GE;Liguria;L546
4032;Vobbia;Genova;GE;Liguria;M105
4033;Zoagli;Genova;GE;Liguria;M182
4034;Ameglia;La Spezia;SP;Liguria;A261
4035;Arcola;La Spezia;SP;Liguria;A373
4036;Beverino;La Spezia;SP;Liguria;A836
4037;Bolano;La Spezia;SP;Liguria;A932
4038;Bonassola;La Spezia;SP;Liguria;A961
4039;Borghetto di Vara;La Spezia;SP;Liguria;A992
4040;Brugnato;La Spezia;SP;Liguria;B214
4041;Calice al Cornoviglio;La Spezia;SP;Liguria;B410
4042;Carro;La Spezia;SP;Liguria;B838
4043;Carrodano;La Spezia;SP;Liguria;B839
4044;Castelnuovo Magra;La Spezia;SP;Liguria;C240
4045;Deiva Marina;La Spezia;SP;Liguria;D265
4046;Follo;La Spezia;SP;Liguria;D655
4047;Framura;La Spezia;SP;Liguria;D758
4048;La Spezia;La Spezia;SP;Liguria;E463
4049;Lerici;La Spezia;SP;Liguria;E542
4050;Levanto;La Spezia;SP;Liguria;E560
4051;Maissana;La Spezia;SP;Liguria;E842
4052;Monterosso al Mare;La Spezia;SP;Liguria;F609
4053;Luni;La Spezia;SP;Liguria;G143
4054;Pignone;La Spezia;SP;Liguria;G664
4055;Portovenere;La Spezia;SP;Liguria;G925
4056;Riccò del Golfo di Spezia;La Spezia;SP;Liguria;H275
4057;Riomaggiore;La Spezia;SP;Liguria;H304
4058;Rocchetta di Vara;La Spezia;SP;Liguria;H461
4059;Santo Stefano di Magra;La Spezia;SP;Liguria;I363
4060;Sarzana;La Spezia;SP;Liguria;I449
4061;Sesta Godano;La Spezia;SP;Liguria;E070
4062;Varese Ligure;La Spezia;SP;Liguria;L681
4063;Vernazza;La Spezia;SP;Liguria;L774
4064;Vezzano Ligure;La Spezia;SP;Liguria;L819
4065;Zignago;La Spezia;SP;Liguria;M177
4066;Agazzano;Piacenza;PC;Emilia-Romagna;A067
4067;Alseno;Piacenza;PC;Emilia-Romagna;A223
4068;Besenzone;Piacenza;PC;Emilia-Romagna;A823
4069;Bettola;Piacenza;PC;Emilia-Romagna;A831
4070;Bobbio;Piacenza;PC;Emilia-Romagna;A909
4071;Borgonovo Val Tidone;Piacenza;PC;Emilia-Romagna;B025
4072;Cadeo;Piacenza;PC;Emilia-Romagna;B332
4073;Calendasco;Piacenza;PC;Emilia-Romagna;B405
4074;Caorso;Piacenza;PC;Emilia-Romagna;B643
4075;Carpaneto Piacentino;Piacenza;PC;Emilia-Romagna;B812
4076;Castell'Arquato;Piacenza;PC;Emilia-Romagna;C145
4077;Castel San Giovanni;Piacenza;PC;Emilia-Romagna;C261
4078;Castelvetro Piacentino;Piacenza;PC;Emilia-Romagna;C288
4079;Cerignale;Piacenza;PC;Emilia-Romagna;C513
4080;Coli;Piacenza;PC;Emilia-Romagna;C838
4081;Corte Brugnatella;Piacenza;PC;Emilia-Romagna;D054
4082;Cortemaggiore;Piacenza;PC;Emilia-Romagna;D061
4083;Farini;Piacenza;PC;Emilia-Romagna;D502
4084;Ferriere;Piacenza;PC;Emilia-Romagna;D555
4085;Fiorenzuola d'Arda;Piacenza;PC;Emilia-Romagna;D611
4086;Gazzola;Piacenza;PC;Emilia-Romagna;D958
4087;Gossolengo;Piacenza;PC;Emilia-Romagna;E114
4088;Gragnano Trebbiense;Piacenza;PC;Emilia-Romagna;E132
4089;Gropparello;Piacenza;PC;Emilia-Romagna;E196
4090;Lugagnano Val d'Arda;Piacenza;PC;Emilia-Romagna;E726
4091;Monticelli d'Ongina;Piacenza;PC;Emilia-Romagna;F671
4092;Morfasso;Piacenza;PC;Emilia-Romagna;F724
4093;Ottone;Piacenza;PC;Emilia-Romagna;G195
4094;Piacenza;Piacenza;PC;Emilia-Romagna;G535
4095;Pianello Val Tidone;Piacenza;PC;Emilia-Romagna;G557
4096;Piozzano;Piacenza;PC;Emilia-Romagna;G696
4097;Podenzano;Piacenza;PC;Emilia-Romagna;G747
4098;Ponte dell'Olio;Piacenza;PC;Emilia-Romagna;G842
4099;Pontenure;Piacenza;PC;Emilia-Romagna;G852
4100;Rivergaro;Piacenza;PC;Emilia-Romagna;H350
4101;Rottofreno;Piacenza;PC;Emilia-Romagna;H593
4102;San Giorgio Piacentino;Piacenza;PC;Emilia-Romagna;H887
4103;San Pietro in Cerro;Piacenza;PC;Emilia-Romagna;G788
4104;Sarmato;Piacenza;PC;Emilia-Romagna;I434
4105;Travo;Piacenza;PC;Emilia-Romagna;L348
4106;Vernasca;Piacenza;PC;Emilia-Romagna;L772
4107;Vigolzone;Piacenza;PC;Emilia-Romagna;L897
4108;Villanova sull'Arda;Piacenza;PC;Emilia-Romagna;L980
4109;Zerba;Piacenza;PC;Emilia-Romagna;M165
4110;Ziano Piacentino;Piacenza;PC;Emilia-Romagna;L848
4111;Alta Val Tidone;Piacenza;PC;Emilia-Romagna;M386
4112;Albareto;Parma;PR;Emilia-Romagna;A138
4113;Bardi;Parma;PR;Emilia-Romagna;A646
4114;Bedonia;Parma;PR;Emilia-Romagna;A731
4115;Berceto;Parma;PR;Emilia-Romagna;A788
4116;Bore;Parma;PR;Emilia-Romagna;A987
4117;Borgo Val di Taro;Parma;PR;Emilia-Romagna;B042
4118;Busseto;Parma;PR;Emilia-Romagna;B293
4119;Calestano;Parma;PR;Emilia-Romagna;B408
4120;Collecchio;Parma;PR;Emilia-Romagna;C852
4121;Colorno;Parma;PR;Emilia-Romagna;C904
4122;Compiano;Parma;PR;Emilia-Romagna;C934
4123;Corniglio;Parma;PR;Emilia-Romagna;D026
4124;Felino;Parma;PR;Emilia-Romagna;D526
4125;Fidenza;Parma;PR;Emilia-Romagna;B034
4126;Fontanellato;Parma;PR;Emilia-Romagna;D673
4127;Fontevivo;Parma;PR;Emilia-Romagna;D685
4128;Fornovo di Taro;Parma;PR;Emilia-Romagna;D728
4129;Langhirano;Parma;PR;Emilia-Romagna;E438
4130;Lesignano de' Bagni;Parma;PR;Emilia-Romagna;E547
4131;Medesano;Parma;PR;Emilia-Romagna;F082
4132;Monchio delle Corti;Parma;PR;Emilia-Romagna;F340
4133;Montechiarugolo;Parma;PR;Emilia-Romagna;F473
4134;Neviano degli Arduini;Parma;PR;Emilia-Romagna;F882
4135;Noceto;Parma;PR;Emilia-Romagna;F914
4136;Palanzano;Parma;PR;Emilia-Romagna;G255
4137;Parma;Parma;PR;Emilia-Romagna;G337
4138;Pellegrino Parmense;Parma;PR;Emilia-Romagna;G424
4139;Roccabianca;Parma;PR;Emilia-Romagna;H384
4140;Sala Baganza;Parma;PR;Emilia-Romagna;H682
4141;Salsomaggiore Terme;Parma;PR;Emilia-Romagna;H720
4142;San Secondo Parmense;Parma;PR;Emilia-Romagna;I153
4143;Solignano;Parma;PR;Emilia-Romagna;I803
4144;Soragna;Parma;PR;Emilia-Romagna;I840
4145;Terenzo;Parma;PR;Emilia-Romagna;E548
4146;Tizzano Val Parma;Parma;PR;Emilia-Romagna;L183
4147;Tornolo;Parma;PR;Emilia-Romagna;L229
4148;Torrile;Parma;PR;Emilia-Romagna;L299
4149;Traversetolo;Parma;PR;Emilia-Romagna;L346
4150;Valmozzola;Parma;PR;Emilia-Romagna;L641
4151;Varano de' Melegari;Parma;PR;Emilia-Romagna;L672
4152;Varsi;Parma;PR;Emilia-Romagna;L689
4153;Sissa Trecasali;Parma;PR;Emilia-Romagna;M325
4154;Polesine Zibello;Parma;PR;Emilia-Romagna;M367
4155;Sorbolo Mezzani;Parma;PR;Emilia-Romagna;M411
4156;Albinea;Reggio nell'Emilia;RE;Emilia-Romagna;A162
4157;Bagnolo in Piano;Reggio nell'Emilia;RE;Emilia-Romagna;A573
4158;Baiso;Reggio nell'Emilia;RE;Emilia-Romagna;A586
4159;Bibbiano;Reggio nell'Emilia;RE;Emilia-Romagna;A850
4160;Boretto;Reggio nell'Emilia;RE;Emilia-Romagna;A988
4161;Brescello;Reggio nell'Emilia;RE;Emilia-Romagna;B156
4162;Cadelbosco di Sopra;Reggio nell'Emilia;RE;Emilia-Romagna;B328
4163;Campagnola Emilia;Reggio nell'Emilia;RE;Emilia-Romagna;B499
4164;Campegine;Reggio nell'Emilia;RE;Emilia-Romagna;B502
4165;Carpineti;Reggio nell'Emilia;RE;Emilia-Romagna;B825
4166;Casalgrande;Reggio nell'Emilia;RE;Emilia-Romagna;B893
4167;Casina;Reggio nell'Emilia;RE;Emilia-Romagna;B967
4168;Castellarano;Reggio nell'Emilia;RE;Emilia-Romagna;C141
4169;Castelnovo di Sotto;Reggio nell'Emilia;RE;Emilia-Romagna;C218
4170;Castelnovo ne' Monti;Reggio nell'Emilia;RE;Emilia-Romagna;C219
4171;Cavriago;Reggio nell'Emilia;RE;Emilia-Romagna;C405
4172;Canossa;Reggio nell'Emilia;RE;Emilia-Romagna;C669
4173;Correggio;Reggio nell'Emilia;RE;Emilia-Romagna;D037
4174;Fabbrico;Reggio nell'Emilia;RE;Emilia-Romagna;D450
4175;Gattatico;Reggio nell'Emilia;RE;Emilia-Romagna;D934
4176;Gualtieri;Reggio nell'Emilia;RE;Emilia-Romagna;E232
4177;Guastalla;Reggio nell'Emilia;RE;Emilia-Romagna;E253
4178;Luzzara;Reggio nell'Emilia;RE;Emilia-Romagna;E772
4179;Montecchio Emilia;Reggio nell'Emilia;RE;Emilia-Romagna;F463
4180;Novellara;Reggio nell'Emilia;RE;Emilia-Romagna;F960
4181;Poviglio;Reggio nell'Emilia;RE;Emilia-Romagna;G947
4182;Quattro Castella;Reggio nell'Emilia;RE;Emilia-Romagna;H122
4183;Reggiolo;Reggio nell'Emilia;RE;Emilia-Romagna;H225
4184;Reggio nell'Emilia;Reggio nell'Emilia;RE;Emilia-Romagna;H223
4185;Rio Saliceto;Reggio nell'Emilia;RE;Emilia-Romagna;H298
4186;Rolo;Reggio nell'Emilia;RE;Emilia-Romagna;H500
4187;Rubiera;Reggio nell'Emilia;RE;Emilia-Romagna;H628
4188;San Martino in Rio;Reggio nell'Emilia;RE;Emilia-Romagna;I011
4189;San Polo d'Enza;Reggio nell'Emilia;RE;Emilia-Romagna;I123
4190;Sant'Ilario d'Enza;Reggio nell'Emilia;RE;Emilia-Romagna;I342
4191;Scandiano;Reggio nell'Emilia;RE;Emilia-Romagna;I496
4192;Toano;Reggio nell'Emilia;RE;Emilia-Romagna;L184
4193;Vetto;Reggio nell'Emilia;RE;Emilia-Romagna;L815
4194;Vezzano sul Crostolo;Reggio nell'Emilia;RE;Emilia-Romagna;L820
4195;Viano;Reggio nell'Emilia;RE;Emilia-Romagna;L831
4196;Villa Minozzo;Reggio nell'Emilia;RE;Emilia-Romagna;L969
4197;Ventasso;Reggio nell'Emilia;RE;Emilia-Romagna;M364
4198;Bastiglia;Modena;MO;Emilia-Romagna;A713
4199;Bomporto;Modena;MO;Emilia-Romagna;A959
4200;Campogalliano;Modena;MO;Emilia-Romagna;B539
4201;Camposanto;Modena;MO;Emilia-Romagna;B566
4202;Carpi;Modena;MO;Emilia-Romagna;B819
4203;Castelfranco Emilia;Modena;MO;Emilia-Romagna;C107
4204;Castelnuovo Rangone;Modena;MO;Emilia-Romagna;C242
4205;Castelvetro di Modena;Modena;MO;Emilia-Romagna;C287
4206;Cavezzo;Modena;MO;Emilia-Romagna;C398
4207;Concordia sulla Secchia;Modena;MO;Emilia-Romagna;C951
4208;Fanano;Modena;MO;Emilia-Romagna;D486
4209;Finale Emilia;Modena;MO;Emilia-Romagna;D599
4210;Fiorano Modenese;Modena;MO;Emilia-Romagna;D607
4211;Fiumalbo;Modena;MO;Emilia-Romagna;D617
4212;Formigine;Modena;MO;Emilia-Romagna;D711
4213;Frassinoro;Modena;MO;Emilia-Romagna;D783
4214;Guiglia;Modena;MO;Emilia-Romagna;E264
4215;Lama Mocogno;Modena;MO;Emilia-Romagna;E426
4216;Maranello;Modena;MO;Emilia-Romagna;E904
4217;Marano sul Panaro;Modena;MO;Emilia-Romagna;E905
4218;Medolla;Modena;MO;Emilia-Romagna;F087
4219;Mirandola;Modena;MO;Emilia-Romagna;F240
4220;Modena;Modena;MO;Emilia-Romagna;F257
4221;Montecreto;Modena;MO;Emilia-Romagna;F484
4222;Montefiorino;Modena;MO;Emilia-Romagna;F503
4223;Montese;Modena;MO;Emilia-Romagna;F642
4224;Nonantola;Modena;MO;Emilia-Romagna;F930
4225;Novi di Modena;Modena;MO;Emilia-Romagna;F966
4226;Palagano;Modena;MO;Emilia-Romagna;G250
4227;Pavullo nel Frignano;Modena;MO;Emilia-Romagna;G393
4228;Pievepelago;Modena;MO;Emilia-Romagna;G649
4229;Polinago;Modena;MO;Emilia-Romagna;G789
4230;Prignano sulla Secchia;Modena;MO;Emilia-Romagna;H061
4231;Ravarino;Modena;MO;Emilia-Romagna;H195
4232;Riolunato;Modena;MO;Emilia-Romagna;H303
4233;San Cesario sul Panaro;Modena;MO;Emilia-Romagna;H794
4234;San Felice sul Panaro;Modena;MO;Emilia-Romagna;H835
4235;San Possidonio;Modena;MO;Emilia-Romagna;I128
4236;San Prospero;Modena;MO;Emilia-Romagna;I133
4237;Sassuolo;Modena;MO;Emilia-Romagna;I462
4238;Savignano sul Panaro;Modena;MO;Emilia-Romagna;I473
4239;Serramazzoni;Modena;MO;Emilia-Romagna;F357
4240;Sestola;Modena;MO;Emilia-Romagna;I689
4241;Soliera;Modena;MO;Emilia-Romagna;I802
4242;Spilamberto;Modena;MO;Emilia-Romagna;I903
4243;Vignola;Modena;MO;Emilia-Romagna;L885
4244;Zocca;Modena;MO;Emilia-Romagna;M183
4245;Anzola dell'Emilia;Bologna;BO;Emilia-Romagna;A324
4246;Argelato;Bologna;BO;Emilia-Romagna;A392
4247;Baricella;Bologna;BO;Emilia-Romagna;A665
4248;Bentivoglio;Bologna;BO;Emilia-Romagna;A785
4249;Bologna;Bologna;BO;Emilia-Romagna;A944
4250;Borgo Tossignano;Bologna;BO;Emilia-Romagna;B044
4251;Budrio;Bologna;BO;Emilia-Romagna;B249
4252;Calderara di Reno;Bologna;BO;Emilia-Romagna;B399
4253;Camugnano;Bologna;BO;Emilia-Romagna;B572
4254;Casalecchio di Reno;Bologna;BO;Emilia-Romagna;B880
4255;Casalfiumanese;Bologna;BO;Emilia-Romagna;B892
4256;Castel d'Aiano;Bologna;BO;Emilia-Romagna;C075
4257;Castel del Rio;Bologna;BO;Emilia-Romagna;C086
4258;Castel di Casio;Bologna;BO;Emilia-Romagna;B969
4259;Castel Guelfo di Bologna;Bologna;BO;Emilia-Romagna;C121
4260;Castello d'Argile;Bologna;BO;Emilia-Romagna;C185
4261;Castel Maggiore;Bologna;BO;Emilia-Romagna;C204
4262;Castel San Pietro Terme;Bologna;BO;Emilia-Romagna;C265
4263;Castenaso;Bologna;BO;Emilia-Romagna;C292
4264;Castiglione dei Pepoli;Bologna;BO;Emilia-Romagna;C296
4265;Crevalcore;Bologna;BO;Emilia-Romagna;D166
4266;Dozza;Bologna;BO;Emilia-Romagna;D360
4267;Fontanelice;Bologna;BO;Emilia-Romagna;D668
4268;Gaggio Montano;Bologna;BO;Emilia-Romagna;D847
4269;Galliera;Bologna;BO;Emilia-Romagna;D878
4270;Granarolo dell'Emilia;Bologna;BO;Emilia-Romagna;E136
4271;Grizzana Morandi;Bologna;BO;Emilia-Romagna;E187
4272;Imola;Bologna;BO;Emilia-Romagna;E289
4273;Lizzano in Belvedere;Bologna;BO;Emilia-Romagna;A771
4274;Loiano;Bologna;BO;Emilia-Romagna;E655
4275;Malalbergo;Bologna;BO;Emilia-Romagna;E844
4276;Marzabotto;Bologna;BO;Emilia-Romagna;B689
4277;Medicina;Bologna;BO;Emilia-Romagna;F083
4278;Minerbio;Bologna;BO;Emilia-Romagna;F219
4279;Molinella;Bologna;BO;Emilia-Romagna;F288
4280;Monghidoro;Bologna;BO;Emilia-Romagna;F363
4281;Monterenzio;Bologna;BO;Emilia-Romagna;F597
4282;Monte San Pietro;Bologna;BO;Emilia-Romagna;F627
4283;Monzuno;Bologna;BO;Emilia-Romagna;F706
4284;Mordano;Bologna;BO;Emilia-Romagna;F718
4285;Ozzano dell'Emilia;Bologna;BO;Emilia-Romagna;G205
4286;Pianoro;Bologna;BO;Emilia-Romagna;G570
